epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
60,5059.71,1.56852,0.95591,0.74189,0.55402,0.26101,0.28079,0.13335,1.40175,1.13376,0.61855,0.004159,0.004159,0.004159
61,5143.71,1.53148,0.97757,0.72333,0.53052,0.26739,0.28347,0.13488,1.38915,1.14648,0.61813,0.00406,0.00406,0.00406
62,5227.61,1.55932,0.95628,0.73352,0.51782,0.2693,0.28249,0.13477,1.39037,1.15883,0.61819,0.003961,0.003961,0.003961
63,5311.33,1.51123,0.92649,0.70503,0.51575,0.26548,0.28167,0.13518,1.38663,1.16468,0.61881,0.003862,0.003862,0.003862
64,5394.9,1.52082,0.94737,0.71586,0.53057,0.26739,0.28281,0.13683,1.38263,1.16955,0.6187,0.003763,0.003763,0.003763
65,5478.44,1.49782,0.92333,0.71066,0.52206,0.26356,0.28419,0.13584,1.38146,1.16667,0.61835,0.003664,0.003664,0.003664
66,5562.15,1.53521,0.94587,0.70822,0.5211,0.26292,0.28162,0.13661,1.37895,1.17291,0.61778,0.003565,0.003565,0.003565
67,5645.64,1.51638,0.93615,0.71799,0.52229,0.26611,0.28147,0.1374,1.38041,1.17785,0.61643,0.003466,0.003466,0.003466
68,5729.2,1.47302,0.90359,0.70796,0.52264,0.26675,0.28301,0.13732,1.38459,1.18722,0.61653,0.003367,0.003367,0.003367
69,5812.91,1.50471,0.90812,0.70947,0.51172,0.26886,0.28212,0.13707,1.38929,1.17702,0.61716,0.003268,0.003268,0.003268
70,5896.24,1.46081,0.87516,0.69128,0.52146,0.27313,0.28621,0.13804,1.38949,1.1747,0.61744,0.003169,0.003169,0.003169
71,5980.52,1.49519,0.91139,0.72136,0.51975,0.26994,0.28523,0.13822,1.38871,1.17197,0.61734,0.00307,0.00307,0.00307
72,6064.27,1.5038,0.91091,0.71615,0.51657,0.27058,0.2836,0.13835,1.39092,1.1722,0.61758,0.002971,0.002971,0.002971
73,6147.82,1.4552,0.88576,0.70781,0.52817,0.26739,0.28571,0.13908,1.39023,1.16823,0.61795,0.002872,0.002872,0.002872
74,6231.6,1.45303,0.86724,0.71016,0.51962,0.26611,0.28614,0.1393,1.39154,1.16475,0.61801,0.002773,0.002773,0.002773
75,6315.73,1.50154,0.90011,0.71929,0.51718,0.26484,0.28548,0.13882,1.39414,1.17259,0.61872,0.002674,0.002674,0.002674
76,6399.68,1.47095,0.90168,0.71971,0.51462,0.2693,0.28587,0.13822,1.39141,1.17294,0.61898,0.002575,0.002575,0.002575
77,6483.19,1.43805,0.86224,0.69994,0.51572,0.27122,0.28659,0.13736,1.38766,1.16945,0.61912,0.002476,0.002476,0.002476
78,6566.84,1.42553,0.86087,0.6877,0.51475,0.2725,0.28755,0.13812,1.38775,1.16527,0.61948,0.002377,0.002377,0.002377
79,6650.62,1.48832,0.89986,0.71069,0.51302,0.26959,0.28751,0.13754,1.38633,1.16627,0.6191,0.002278,0.002278,0.002278
80,6734.27,1.43509,0.87662,0.69438,0.51436,0.27122,0.28732,0.1374,1.38582,1.16608,0.61864,0.002179,0.002179,0.002179
81,6818.29,1.42904,0.86804,0.712,0.51468,0.27058,0.28743,0.13798,1.38639,1.16959,0.61851,0.00208,0.00208,0.00208
