epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
4,7136.21,1.84652,1.60931,0.80988,0.39325,0.28342,0.25617,0.10621,2.14991,1.85659,1.07012,0.009703,0.009703,0.009703
5,8912.2,1.77447,1.5185,0.79138,0.48667,0.3453,0.33072,0.13186,1.99557,1.67102,1.02611,0.009604,0.009604,0.009604
6,10696.6,1.72579,1.44092,0.76546,0.5237,0.37252,0.37473,0.14395,2.01574,1.59936,1.02807,0.009505,0.009505,0.009505
7,12479.2,1.69222,1.36041,0.75464,0.58509,0.35778,0.38278,0.15842,1.9838,1.54025,1.01782,0.009406,0.009406,0.009406
8,14261.8,1.71152,1.35573,0.75615,0.61063,0.4047,0.41139,0.15348,1.97014,1.53527,1.01154,0.009307,0.009307,0.009307
9,16037,1.67785,1.32325,0.74611,0.56835,0.39109,0.41565,0.17035,1.95617,1.52684,0.99994,0.009208,0.009208,0.009208
10,17820.3,1.65212,1.3313,0.73858,0.59567,0.41024,0.43566,0.18858,1.93424,1.43573,0.9834,0.009109,0.009109,0.009109
11,19603.3,1.64954,1.26049,0.7417,0.61699,0.40472,0.43904,0.18671,1.91604,1.37813,0.98579,0.00901,0.00901,0.00901
12,21386.1,1.6586,1.26944,0.74646,0.62202,0.43585,0.44623,0.18343,1.91498,1.44133,0.97534,0.008911,0.008911,0.008911
13,23161.6,1.61387,1.24693,0.72801,0.61861,0.41089,0.45013,0.20323,1.8534,1.39209,0.94927,0.008812,0.008812,0.008812
14,24944.3,1.63254,1.2342,0.73549,0.61416,0.47649,0.48641,0.20856,1.85723,1.3868,0.95126,0.008713,0.008713,0.008713
15,26727.6,1.66767,1.26415,0.74377,0.66282,0.42079,0.47783,0.20782,1.88985,1.34537,0.95391,0.008614,0.008614,0.008614
16,28510.5,1.63865,1.23071,0.73155,0.68563,0.46163,0.50215,0.21344,1.84581,1.29513,0.94728,0.008515,0.008515,0.008515
17,30293.5,1.63486,1.20522,0.73135,0.65523,0.46411,0.50065,0.21243,1.87696,1.29183,0.95496,0.008416,0.008416,0.008416
18,32075.9,1.61523,1.17977,0.72815,0.63893,0.47649,0.49978,0.21625,1.83774,1.26863,0.94469,0.008317,0.008317,0.008317
19,33858.9,1.61802,1.19536,0.7329,0.6996,0.46535,0.51006,0.22148,1.80888,1.28297,0.93313,0.008218,0.008218,0.008218
20,35641.7,1.58459,1.15555,0.7201,0.67164,0.48858,0.51714,0.22349,1.80466,1.24923,0.92513,0.008119,0.008119,0.008119
21,37418.1,1.5832,1.12667,0.71234,0.66112,0.45916,0.5111,0.22405,1.80481,1.23552,0.91935,0.00802,0.00802,0.00802
22,39201.1,1.58572,1.15773,0.70619,0.66475,0.47772,0.51782,0.22511,1.79223,1.23153,0.9193,0.007921,0.007921,0.007921
23,40983.1,1.54852,1.11274,0.70073,0.67368,0.50248,0.53277,0.233,1.79585,1.18457,0.92598,0.007822,0.007822,0.007822
24,42759.2,1.54336,1.10589,0.68715,0.66898,0.46658,0.52083,0.23397,1.77856,1.21614,0.91425,0.007723,0.007723,0.007723
25,44542.3,1.53973,1.10553,0.68977,0.63185,0.49629,0.53302,0.2431,1.77474,1.17237,0.90695,0.007624,0.007624,0.007624
26,46326.4,1.56884,1.11207,0.70559,0.70125,0.5,0.54599,0.24247,1.77023,1.17421,0.90751,0.007525,0.007525,0.007525
27,48109,1.54863,1.09929,0.70283,0.6735,0.49271,0.53629,0.24279,1.74844,1.151,0.90567,0.007426,0.007426,0.007426
28,49893.1,1.56696,1.12095,0.70768,0.65741,0.52228,0.55116,0.24801,1.73928,1.16087,0.89379,0.007327,0.007327,0.007327
29,51676.6,1.52135,1.06304,0.6968,0.68744,0.51173,0.55682,0.25443,1.73909,1.11888,0.90157,0.007228,0.007228,0.007228
