epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
67,25312.9,1.51077,0.99489,0.89715,0.64734,0.43459,0.46679,0.22926,1.40759,1.0386,0.77922,0.003466,0.003466,0.003466
68,25689.6,1.48793,1.01224,0.88781,0.64736,0.43331,0.46469,0.22911,1.40774,1.03399,0.77991,0.003367,0.003367,0.003367
69,26065.5,1.47921,0.96642,0.89006,0.65238,0.43778,0.46826,0.22885,1.41127,1.03213,0.78126,0.003268,0.003268,0.003268
70,26441.2,1.48537,0.98389,0.88112,0.65434,0.43714,0.46626,0.22889,1.41349,1.03159,0.78217,0.003169,0.003169,0.003169
71,26817.7,1.4958,0.97841,0.90201,0.64557,0.44033,0.46441,0.2282,1.41514,1.03778,0.78302,0.00307,0.00307,0.00307
72,27193,1.51029,0.99054,0.90511,0.65328,0.43887,0.46811,0.22829,1.41553,1.0411,0.78344,0.002971,0.002971,0.002971
73,27569.7,1.47195,0.96329,0.88781,0.64959,0.43773,0.46634,0.22734,1.41725,1.03911,0.78409,0.002872,0.002872,0.002872
74,27946.4,1.46617,0.94551,0.88313,0.64278,0.44544,0.47048,0.22868,1.4159,1.03583,0.78375,0.002773,0.002773,0.002773
75,28321.7,1.47865,0.95907,0.89272,0.64013,0.44671,0.46932,0.22843,1.4166,1.04053,0.78381,0.002674,0.002674,0.002674
76,28696.7,1.47787,0.96467,0.89025,0.64468,0.44671,0.46968,0.22815,1.41875,1.04159,0.78404,0.002575,0.002575,0.002575
77,29069.1,1.44567,0.93438,0.86769,0.63911,0.44527,0.46797,0.22763,1.42195,1.04077,0.78473,0.002476,0.002476,0.002476
78,29441.8,1.49616,0.95296,0.88634,0.64319,0.4429,0.46867,0.22827,1.42402,1.03909,0.78505,0.002377,0.002377,0.002377
79,29816.7,1.48641,0.97151,0.88751,0.64157,0.44549,0.46848,0.22836,1.42626,1.03695,0.78552,0.002278,0.002278,0.002278
80,30192,1.44185,0.92992,0.87154,0.64083,0.44416,0.46837,0.22828,1.4275,1.03594,0.78565,0.002179,0.002179,0.002179
81,30566.3,1.47631,0.93039,0.89445,0.63879,0.44544,0.46866,0.22796,1.42652,1.03442,0.78527,0.00208,0.00208,0.00208
82,30942.3,1.41575,0.89039,0.86896,0.63579,0.44735,0.46921,0.22814,1.42545,1.0335,0.78537,0.001981,0.001981,0.001981
83,31317.7,1.42611,0.89817,0.88124,0.63666,0.44799,0.4698,0.2282,1.42631,1.03534,0.78577,0.001882,0.001882,0.001882
84,31691.8,1.46013,0.90932,0.87843,0.63468,0.44863,0.46965,0.22848,1.4263,1.03726,0.78607,0.001783,0.001783,0.001783
85,32066.9,1.43698,0.90057,0.88343,0.63966,0.44735,0.46973,0.22865,1.42728,1.03829,0.7863,0.001684,0.001684,0.001684
86,32442.5,1.4046,0.886,0.86158,0.64403,0.44567,0.47062,0.22891,1.4275,1.03731,0.78639,0.001585,0.001585,0.001585
87,32817.5,1.41357,0.89108,0.86707,0.64568,0.44544,0.4707,0.22848,1.42745,1.03516,0.78656,0.001486,0.001486,0.001486
88,33192,1.44979,0.92792,0.88091,0.64357,0.44544,0.47075,0.22837,1.42804,1.03541,0.78678,0.001387,0.001387,0.001387
89,33567.4,1.40945,0.87643,0.87787,0.64691,0.4448,0.47015,0.22847,1.42915,1.03586,0.78715,0.001288,0.001288,0.001288
90,33944.1,1.38758,0.84515,0.86754,0.64872,0.44671,0.47051,0.22842,1.42973,1.03525,0.78777,0.001189,0.001189,0.001189
91,34316.5,1.35948,0.82846,0.82539,0.65835,0.44033,0.47021,0.22894,1.42726,1.02964,0.78737,0.00109,0.00109,0.00109
92,34687.6,1.33943,0.79691,0.81488,0.66338,0.43267,0.46658,0.22822,1.42636,1.02032,0.78743,0.000991,0.000991,0.000991
93,35061,1.34493,0.78987,0.82507,0.66483,0.43076,0.46694,0.22785,1.42668,1.01129,0.78773,0.000892,0.000892,0.000892
94,35433.1,1.33625,0.79062,0.82584,0.66377,0.42582,0.46574,0.22696,1.42688,1.00187,0.7881,0.000793,0.000793,0.000793
95,35805.7,1.30177,0.76278,0.81318,0.66532,0.41991,0.46542,0.22665,1.42771,0.99645,0.78838,0.000694,0.000694,0.000694
96,36178.5,1.29638,0.74578,0.80971,0.66892,0.41991,0.46504,0.22654,1.42827,0.99432,0.7887,0.000595,0.000595,0.000595
97,36552.5,1.30352,0.77559,0.81325,0.67258,0.42183,0.46542,0.22667,1.42792,0.99398,0.78865,0.000496,0.000496,0.000496
98,36923.9,1.29675,0.77015,0.80815,0.67169,0.42119,0.46456,0.22645,1.4281,0.99415,0.78879,0.000397,0.000397,0.000397
99,37296.5,1.32356,0.76126,0.81797,0.66942,0.42257,0.46331,0.22593,1.42843,0.99449,0.78896,0.000298,0.000298,0.000298
100,37667.6,1.27183,0.73314,0.8087,0.66985,0.42339,0.46264,0.22552,1.42864,0.99536,0.78911,0.000199,0.000199,0.000199
