epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
69,26494.5,1.10924,0.81575,1.11021,0.78868,0.29978,0.35401,0.23393,0.92024,1.39347,0.74405,0.00439,0.00439,0.00439
70,27881.7,1.10654,0.81537,1.10906,0.78379,0.30126,0.35438,0.23383,0.92041,1.38029,0.74371,0.0043075,0.0043075,0.0043075
71,29271.8,1.09616,0.80592,1.09866,0.78066,0.30244,0.35403,0.23341,0.92072,1.36336,0.7435,0.004225,0.004225,0.004225
72,30663.7,1.09966,0.81258,1.10442,0.78983,0.29993,0.35363,0.23316,0.92136,1.35187,0.74339,0.0041425,0.0041425,0.0041425
73,32072.8,1.10308,0.81229,1.10231,0.79242,0.29892,0.35287,0.23314,0.92213,1.3484,0.74347,0.00406,0.00406,0.00406
74,33489.1,1.09717,0.80658,1.10247,0.78534,0.30007,0.35302,0.2328,0.9231,1.34705,0.74342,0.0039775,0.0039775,0.0039775
75,34912.2,1.10012,0.80385,1.10254,0.78718,0.30047,0.353,0.23289,0.92412,1.34601,0.74353,0.003895,0.003895,0.003895
76,36338.7,1.08629,0.79166,1.09889,0.79091,0.29878,0.35268,0.2328,0.92559,1.34203,0.74417,0.0038125,0.0038125,0.0038125
77,37752.2,1.09212,0.79841,1.09924,0.78988,0.29889,0.35253,0.23259,0.92645,1.33893,0.74437,0.00373,0.00373,0.00373
78,1368.18,1.05961,0.77269,1.08775,0.79083,0.29907,0.3529,0.23263,0.92697,1.34166,0.74487,0.0036475,0.0036475,0.0036475
79,2758.96,1.06938,0.77396,1.08403,0.79133,0.29978,0.35348,0.23264,0.92721,1.34105,0.7453,0.003565,0.003565,0.003565
80,4148.22,1.07417,0.77816,1.09241,0.79403,0.2982,0.35265,0.23248,0.92771,1.3437,0.74552,0.0034825,0.0034825,0.0034825
81,5538.99,1.06553,0.76951,1.08564,0.79081,0.29935,0.3525,0.23242,0.92823,1.34578,0.7459,0.0034,0.0034,0.0034
82,6929.79,1.06328,0.77061,1.08571,0.79392,0.29892,0.35228,0.23233,0.92907,1.34914,0.74603,0.0033175,0.0033175,0.0033175
83,8316.9,1.06318,0.77444,1.08477,0.79677,0.29806,0.35225,0.23227,0.93072,1.35657,0.74596,0.003235,0.003235,0.003235
84,9707.32,1.05131,0.75816,1.08204,0.79625,0.29849,0.35213,0.23225,0.93193,1.36378,0.74651,0.0031525,0.0031525,0.0031525
85,11096.2,1.05213,0.75941,1.08041,0.79503,0.29849,0.3523,0.23212,0.93277,1.3709,0.74676,0.00307,0.00307,0.00307
